Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
BMW 120 d xDrive 5p. Msport SEDILI A GUSCIO ELETTRICI,https://www.automobile.it/savona-bmw-120-d-xdrive-5p-msport-sedili-guscio-elettrici/178656694,120d xDrive,30990.0,51,automatico,2020,Diesel,190.0,,17100.0,savona
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/tavagnacco-bmw-serie-1-5-porte-116-d-scr-msport-dct/178249025,116d,31000.0,15,automatico,2023,Diesel,116.0,,33010.0,tavagnacco
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/pordenone-bmw-serie-1-5-porte-116-d-scr-msport-dct/178192469,116d,31000.0,20,automatico,2023,Diesel,116.0,,33170.0,pordenone
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180350549,118d,31000.0,7,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180301615,118d,31000.0,6,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180301612,118d,31000.0,5,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507478,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507479,118d,31000.0,10,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507480,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507481,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507483,118d,31000.0,7,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507482,118d,31000.0,6,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507475,118d,31000.0,6,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180507476,118d,31000.0,7,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180468604,118d,31000.0,7,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180549077,118d,31000.0,5,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572257,118d,31000.0,4,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572256,118d,31000.0,10,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572256,118d,31000.0,10,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572255,118d,31000.0,14,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572259,118d,31000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180572264,118d,31000.0,5,automatico,2024,Diesel,150.0,,20121.0,milano
BMW 118 i 5p. Msport,https://www.automobile.it/lecce-bmw-118-5p-msport/180508675,118i,31000.0,32,automatico,2023,Benzina,136.0,,73100.0,lecce
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180594384,118d,31000.0,0,automatico,2025,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180594388,118d,31000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180606956,118d,31000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180606964,118d,31000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180642613,118d,31000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180663905,118d,31000.0,6,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684822,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684821,118d,31000.0,11,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180711676,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180711674,118d,31000.0,7,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180793794,118d,31000.0,4,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180793795,118d,31000.0,8,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180817794,118d,31000.0,11,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-116d-msport-auto/179941196,116d,31010.0,26,automatico,2023,Diesel,116.0,,61121.0,pesaro
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-116d-msport-auto/179943717,116d,31010.0,26,automatico,2023,Diesel,116.0,,47921.0,rimini
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/feltre-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180255682,118i,31190.0,12,automatico,2024,Benzina,136.0,,32032.0,feltre
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/refrontolo-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180256107,118i,31190.0,12,automatico,2024,Benzina,136.0,,31020.0,refrontolo
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/padova-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180256098,118i,31190.0,12,automatico,2024,Benzina,136.0,,35121.0,padova
BMW Serie 1 118i Business Advantage 136cv auto,https://www.automobile.it/cuneo-bmw-serie-1-118i-business-advantage-136cv-auto/180356467,118i,31190.0,10,automatico,2022,Benzina,136.0,,12100.0,cuneo
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/reggio-emilia-bmw-serie-1-118d-msport-auto/178667184,118d,31200.0,54,automatico,2022,Diesel,150.0,,42121.0,reggio emilia
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-116d-msport-auto/179617706,116d,31310.0,27,automatico,2023,Diesel,116.0,,47921.0,rimini
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-116d-msport-auto/179611879,116d,31310.0,27,automatico,2023,Diesel,116.0,,61121.0,pesaro
BMW Serie 1 116 DCT,https://www.automobile.it/grumello-monte-bmw-serie-1-116-dct/179460991,116d,31400.0,0,automatico,2025,Diesel,116.0,,24064.0,grumello monte
BMW Serie 1 5 Porte 135 i M xDrive Steptronic,https://www.automobile.it/crema-bmw-serie-1-5-porte-135-m-xdrive-steptronic/180497883,,31400.0,86,automatico,2021,Benzina,,,26013.0,crema
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/milano-bmw-serie-1-m-135i-xdrive-auto/180460050,M135i xDrive,31400.0,86,automatico,2021,Benzina,306.0,,20121.0,milano
BMW 118 i 5p. Msport,https://www.automobile.it/casoria-bmw-118-5p-msport/179274638,118i,31499.0,4,automatico,2023,Benzina,136.0,,80026.0,casoria
BMW Serie 1 120d xdrive 5p. Sport Auto.,https://www.automobile.it/milano-bmw-serie-1-120d-xdrive-5p-sport-auto/177688117,120d xDrive,31500.0,34,automatico,2021,Diesel,190.0,,20121.0,milano
"Bmw 135 M 135i xDrive "" Iva Esposta""",https://www.automobile.it/rende-bmw-135-m-135i-xdrive-iva-esposta/180275237,M135i xDrive,31500.0,75,automatico,2020,Benzina,306.0,,87036.0,rende
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/tavagnacco-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180323455,118d,31500.0,34,automatico,2021,Diesel,150.0,,33010.0,tavagnacco
BMW 118 i 5p. Msport / Tetto Panorama *SCONTO IMMEDIATO*,https://www.automobile.it/padova-bmw-118-5p-msport-tetto-panorama-sconto-immediato/180677188,118i,31500.0,14,automatico,2024,Benzina,136.0,,35121.0,padova
BMW 118 i 5p. Msport / Tetto Panorama *SCONTO IMMEDIATO*,https://www.automobile.it/refrontolo-bmw-118-5p-msport-tetto-panorama-sconto-immediato/180677257,118i,31500.0,14,automatico,2024,Benzina,136.0,,31020.0,refrontolo
BMW 118 i 5p. Msport / Tetto Panorama *SCONTO IMMEDIATO*,https://www.automobile.it/feltre-bmw-118-5p-msport-tetto-panorama-sconto-immediato/180676144,118i,31500.0,14,automatico,2024,Benzina,136.0,,32032.0,feltre
BMW 116 Serie 1 Msport Premium Package,https://www.automobile.it/roma-bmw-116-serie-1-msport-premium-package/180473548,,31500.0,0,automatico,2025,Benzina,,,118.0,roma
BMW 118 d 5p. Msport Auto,https://www.automobile.it/torino-bmw-118-d-5p-msport-auto/180739312,118d,31500.0,6,automatico,2024,Diesel,150.0,,10121.0,torino
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/180778050,118d,31500.0,64,automatico,2022,Diesel,150.0,,55012.0,capannori
BMW Serie 1 M 135i xdrive,https://www.automobile.it/milano-bmw-serie-1-m-135i-xdrive/180808859,M135i xDrive,31500.0,74,automatico,2020,Benzina,306.0,,20121.0,milano
Bmw 118 d 2.0 Msport 150CV AUTOM.,https://www.automobile.it/ospitaletto-bmw-118-d-2-0-msport-150cv-autom/180803466,118d,31500.0,14,automatico,2023,Diesel,150.0,,25035.0,ospitaletto
"Bmw 120d 5p. Msport C aut, Navi Pelle Led Cerchi 19",https://www.automobile.it/roma-bmw-120d-5p-msport-aut-navi-pelle-led-cerchi-19/180831277,120d,31500.0,30,automatico,2023,Diesel,190.0,,118.0,roma
Bmw 120d 5p. Msport C. Automatico,https://www.automobile.it/roma-bmw-120d-5p-msport-automatico/180831348,120d,31500.0,15,automatico,2024,Diesel,190.0,,118.0,roma
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/verona-bmw-serie-1-118d-msport-auto/180267891,118d,31500.0,34,automatico,2021,Diesel,150.0,,37121.0,verona
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/180783371,118d,31500.0,64,automatico,2022,Diesel,150.0,,50059.0,vinci
BMW Serie 1 116d MSport 2023,https://www.automobile.it/bari-bmw-serie-1-116d-msport-2023/180579466,116d,31500.0,55,automatico,2023,Diesel,116.0,,70121.0,bari
BMW 118d 5p. Msport,https://www.automobile.it/cagliari-bmw-118d-5p-msport/180217124,118d,31600.0,49,automatico,2023,Diesel,150.0,,9121.0,cagliari
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-diesel-116d-msport-auto/179808355,116d,31600.0,24,automatico,2024,Diesel,116.0,,61121.0,pesaro
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/rimini-bmw-serie-1-f40-diesel-116d-msport-auto/179813412,116d,31600.0,24,automatico,2024,Diesel,116.0,,47921.0,rimini
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/feltre-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180255683,118i,31690.0,9,automatico,2024,Benzina,136.0,,32032.0,feltre
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/feltre-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/180255684,118i,31690.0,8,automatico,2024,Benzina,136.0,,32032.0,feltre
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/feltre-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/179957279,118i,31690.0,9,automatico,2024,Benzina,136.0,,32032.0,feltre
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/padova-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/180256100,118i,31690.0,8,automatico,2024,Benzina,136.0,,35121.0,padova
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/padova-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180256099,118i,31690.0,9,automatico,2024,Benzina,136.0,,35121.0,padova
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/padova-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/179958326,118i,31690.0,9,automatico,2024,Benzina,136.0,,35121.0,padova
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/refrontolo-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/180256111,118i,31690.0,8,automatico,2024,Benzina,136.0,,31020.0,refrontolo
BMW 118 i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://www.automobile.it/refrontolo-bmw-118-5p-msport-shadow-line-cerchi-18-m-bicolore/180256109,118i,31690.0,9,automatico,2024,Benzina,136.0,,31020.0,refrontolo
BMW 118 i 5p. Msport M-sport Shadow Line / Neopatentati,https://www.automobile.it/refrontolo-bmw-118-5p-msport-m-sport-shadow-line-neopatentati/179971275,118i,31690.0,9,automatico,2024,Benzina,136.0,,31020.0,refrontolo
BMW M135 i xDrive,https://www.automobile.it/casoria-bmw-m135-xdrive/179112760,M135i xDrive,31699.0,52,automatico,2020,Benzina,306.0,,80026.0,casoria
BMW 116 Serie 1 d 5p. Msport,https://www.automobile.it/roma-bmw-116-serie-1-d-5p-msport/177924328,,31900.0,7,automatico,2023,Diesel,,,118.0,roma
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/verbania-bmw-serie-1-118d-msport-auto/179110351,118d,31900.0,22,automatico,2024,Diesel,150.0,,28921.0,verbania
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/vigevano-bmw-serie-1-118d-msport-auto/178896751,118d,31900.0,22,automatico,2024,Diesel,150.0,,27029.0,vigevano
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/vigevano-bmw-serie-1-118d-msport-auto/179205620,118d,31900.0,19,automatico,2024,Diesel,150.0,,27029.0,vigevano
BMW 118 d 5p. Msport,https://www.automobile.it/baone-bmw-118-d-5p-msport/180156275,118d,31900.0,50,automatico,2022,Diesel,150.0,,35030.0,baone
BMW Serie 1 5 Porte 135 i M xDrive Steptronic,https://www.automobile.it/capaci-bmw-serie-1-5-porte-135-m-xdrive-steptronic/180278627,,31900.0,20,automatico,2021,Benzina,,,90040.0,capaci
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/brescia-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/179073603,118d,31900.0,22,automatico,2024,Diesel,150.0,,25121.0,brescia
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/brescia-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/178376055,118d,31900.0,27,automatico,2024,Diesel,150.0,,25121.0,brescia
BMW 118 M SPORT - FINANZIABILE,https://www.automobile.it/arzachena-bmw-118-m-sport-finanziabile/180639285,,31900.0,30,automatico,2023,Benzina,,,7021.0,arzachena
BMW Serie 1 118d 5p. M Sport - PROMO SIRONIAUTO+,https://www.automobile.it/barzago-bmw-serie-1-118d-5p-m-sport-promo-sironiauto/180636801,118d,31900.0,11,automatico,2024,Diesel,150.0,,23890.0,barzago
BMW Serie 1 M 135i xdrive auto,https://www.automobile.it/bassano-grappa-bmw-serie-1-m-135i-xdrive-auto/180428486,M135i xDrive,31900.0,66,automatico,2020,Benzina,306.0,,36061.0,bassano grappa
Bmw 120 120d 5p. Msport,https://www.automobile.it/condofuri-bmw-120-120d-5p-msport/180630408,120d,31900.0,56,automatico,2021,Diesel,190.0,,89030.0,condofuri
BMW Serie 1 118i 5p. Msport DOPPIO KIT CERCHI E GOMME,https://www.automobile.it/desio-bmw-serie-1-118i-5p-msport-doppio-kit-cerchi-gomme/180663084,118i,31900.0,15,automatico,2024,Benzina,136.0,,20832.0,desio
BMW Serie 1 5 Porte 135 i M xDrive Steptronic,https://www.automobile.it/matera-bmw-serie-1-5-porte-135-m-xdrive-steptronic/180192800,,31900.0,87,automatico,2020,Benzina,,,75100.0,matera
BMW Serie 1 5 Porte 118 i Msport DCT,https://www.automobile.it/pordenone-bmw-serie-1-5-porte-118-msport-dct/180772269,118i,31900.0,21,automatico,2023,Benzina,136.0,,33170.0,pordenone
Bmw 128 TI BMW 128 TI,https://www.automobile.it/chivasso-bmw-128-bmw-128/180779217,128ti,31900.0,19,automatico,2023,Benzina,265.0,,10034.0,chivasso
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/parma-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/179613564,118d,31900.0,30,automatico,2024,Diesel,150.0,,43121.0,parma
BMW Serie 1 (F40) - 128ti 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-128ti-5p-msport/179873360,128ti,31900.0,73,automatico,2021,Benzina,265.0,,55012.0,capannori
BMW Serie 1 118d Msport auto,https://www.automobile.it/trento-bmw-serie-1-118d-msport-auto/179088512,118d,31900.0,14,automatico,2024,Diesel,150.0,,38121.0,trento
BMW Serie 1 118d Msport auto,https://www.automobile.it/trento-bmw-serie-1-118d-msport-auto/179734738,118d,31900.0,14,automatico,2024,Diesel,150.0,,38121.0,trento
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/reggio-calabria-bmw-serie-1-116d-5p-m-sport/179178844,116d,31900.0,28,automatico,2022,Diesel,116.0,,89121.0,reggio calabria
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/messina-bmw-serie-1-116d-5p-m-sport/179182446,116d,31900.0,28,automatico,2022,Diesel,116.0,,98121.0,messina
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/catania-bmw-serie-1-116d-5p-m-sport/179178766,116d,31900.0,28,automatico,2022,Diesel,116.0,,95121.0,catania
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/palermo-bmw-serie-1-116d-5p-m-sport/179178775,116d,31900.0,28,automatico,2022,Diesel,116.0,,90121.0,palermo
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/pordenone-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180817962,118d,31900.0,36,automatico,2024,Diesel,150.0,,33170.0,pordenone
BMW Serie 1 F40 - 118d Msport auto,https://www.automobile.it/san-benedetto-tronto-bmw-serie-1-f40-118d-msport-auto/180828234,118d,31900.0,51,automatico,2023,Diesel,150.0,,63074.0,san benedetto tronto
BMW 118 Serie 1 d 5p. Msport,https://www.automobile.it/roma-bmw-118-serie-1-d-5p-msport/180829741,,31900.0,16,automatico,2024,Diesel,,,118.0,roma
BMW 118 Serie 1 d 5p. Msport,https://www.automobile.it/roma-bmw-118-serie-1-d-5p-msport/180829555,,31900.0,17,automatico,2024,Diesel,,,118.0,roma
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/elmas-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180843659,118d,31900.0,48,automatico,2022,Diesel,150.0,,9067.0,elmas
BMW Serie 1 118I MSPORT 136CV AUTO,https://www.automobile.it/verona-bmw-serie-1-118i-msport-136cv-auto/180773345,118i,31900.0,21,automatico,2023,Benzina,136.0,,37121.0,verona
BMW Serie 1 F40 - 116d Msport Exterior auto,https://www.automobile.it/lucca-bmw-serie-1-f40-116d-msport-exterior-auto/179233259,116d,31900.0,37,automatico,2023,Diesel,116.0,,55100.0,lucca
BMW Serie 1 120d xDrive Aut 5p MSport M-Sport *IN ARRIVO,https://www.automobile.it/trento-bmw-serie-1-120d-xdrive-aut-5p-msport-m-sport-arrivo/180854357,120d xDrive,31900.0,48,automatico,2020,Diesel,190.0,,38121.0,trento
BMW Serie 1 (F40) - 128ti 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-128ti-5p-msport/179873379,128ti,31900.0,73,automatico,2021,Benzina,265.0,,50059.0,vinci
Bmw 120 120d xDrive 5p. Msport,https://www.automobile.it/velletri-bmw-120-120d-xdrive-5p-msport/179388107,120d xDrive,31950.0,107,automatico,2020,Diesel,190.0,,49.0,velletri
BMW 118 d 5p. Msport M Sport Tetto Apribile CarPlay,https://www.automobile.it/rivoli-bmw-118-d-5p-msport-m-sport-tetto-apribile-carplay/180422999,118d,31990.0,44,automatico,2022,Diesel,150.0,,10098.0,rivoli
BMW M135i xDrive Msport 2.0 306 cv,https://www.automobile.it/sant-egidio-monte-albino-bmw-m135i-xdrive-msport-2-0-306-cv/180445604,M135i xDrive,31990.0,60,automatico,2020,Benzina,306.0,,84010.0,sant egidio monte albino
Bmw 135 M 135i xDrive Sedili a guscio ALCANTARA,https://www.automobile.it/roma-bmw-135-m-135i-xdrive-sedili-guscio-alcantara/180745455,M135i xDrive,31990.0,33,automatico,2020,Benzina,306.0,,118.0,roma
BMW M135 i xDrive,https://www.automobile.it/verona-bmw-m135-xdrive/178860647,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,37121.0,verona
BMW M135 i xDrive,https://www.automobile.it/catania-bmw-m135-xdrive/178860618,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,95121.0,catania
BMW M135 i xDrive,https://www.automobile.it/casoria-bmw-m135-xdrive/178860828,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,80026.0,casoria
BMW M135 i xDrive,https://www.automobile.it/beinasco-bmw-m135-xdrive/178860934,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,10092.0,beinasco
BMW M135 i xDrive,https://www.automobile.it/bari-bmw-m135-xdrive/178861285,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,70121.0,bari
BMW M135 i xDrive,https://www.automobile.it/collesalvetti-bmw-m135-xdrive/179451509,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,57014.0,collesalvetti
BMW M135 i xDrive,https://www.automobile.it/sassari-bmw-m135-xdrive/180386729,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,7100.0,sassari
BMW M135 i xDrive,https://www.automobile.it/cagliari-bmw-m135-xdrive/180386422,M135i xDrive,31999.0,52,automatico,2021,Benzina,306.0,,9121.0,cagliari
BMW Serie 1 116 5p.,https://www.automobile.it/monza-bmw-serie-1-116-5p/178733387,,32000.0,0,automatico,2025,Benzina,,,20900.0,monza
BMW Serie 1 116 5p.,https://www.automobile.it/bologna-bmw-serie-1-116-5p/178724784,,32000.0,0,automatico,2025,Benzina,,,40121.0,bologna
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180006514,118d,32000.0,9,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 116d Msport auto,https://www.automobile.it/asti-bmw-serie-1-116d-msport-auto/179886788,116d,32000.0,37,automatico,2022,Diesel,116.0,,14100.0,asti
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684818,118d,32000.0,0,automatico,2025,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684819,118d,32000.0,4,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180684820,118d,32000.0,4,automatico,2024,Diesel,150.0,,20121.0,milano
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/milano-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/178856137,120d,32000.0,39,automatico,2020,Diesel,190.0,,20121.0,milano
BMW Serie 1 (F40) - M 135i xDrive,https://www.automobile.it/capannori-bmw-serie-1-f40-m-135i-xdrive/179102333,M135i xDrive,32000.0,75,automatico,2021,Benzina,306.0,,55012.0,capannori
BMW Serie 1 M 135I XDRIVE AUTO,https://www.automobile.it/busto-arsizio-bmw-serie-1-m-135i-xdrive-auto/180423794,M135i xDrive,32000.0,46,automatico,2021,Benzina,306.0,,21052.0,busto arsizio
