Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
AUDI A3 IV 2020 Sportback - A3 Sportback 30 2.0 tdi Business Advanced s-tronic,https://www.automobile.it/palermo-audi-a3-iv-2020-sportback-a3-sportback-30-2-0-tdi-business-advanced-s-tronic/180572015,,33300.0,8,automatico,2024,Diesel,,,90121.0,palermo
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/feltre-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180772465,35 TFSI,33450.0,24,automatico,2024,Ibrido,150.0,,32032.0,feltre
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/refrontolo-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180773298,35 TFSI,33450.0,24,automatico,2024,Ibrido,150.0,,31020.0,refrontolo
Audi A3 IV 2020 Sportback 35 2.0 tdi S line Edition s-tronic,https://www.automobile.it/pistoia-audi-a3-iv-2020-sportback-35-2-0-tdi-s-line-edition-s-tronic/180604716,,33490.0,25,automatico,2024,Diesel,,,51100.0,pistoia
Audi A3 SPB 30 2.0 TDI Adavanced S-Line Tetto Apribile Navi Fari Full Led Aziendale ufficiale Audi Italia,https://www.automobile.it/cosoleto-audi-a3-spb-30-2-0-tdi-adavanced-s-line-tetto-apribile-navi-fari-full-led-aziendale-ufficiale-audi-italia/178801103,,33499.0,40,manuale,2020,Diesel,,,89050.0,cosoleto
AUDI A3 SPB 35 TDI Business Advanced,https://www.automobile.it/castelnuovo-rangone-audi-a3-spb-35-tdi-business-advanced/177245167,35 TDI,33500.0,19,manuale,2023,Diesel,150.0,,41051.0,castelnuovo rangone
Audi A3 SPB 35 TDI S tronic S line edition in&out,https://www.automobile.it/rende-audi-a3-spb-35-tdi-s-tronic-s-line-edition-out/180189595,35 TDI,33500.0,79,automatico,2021,Diesel,150.0,,87036.0,rende
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868110,35 TDI,33500.0,24,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/torino-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180868195,35 TFSI,33500.0,24,automatico,2024,Ibrido,150.0,,10121.0,torino
Audi A3 sportback 35 2.0 tdi s line edition s-tronic,https://www.automobile.it/azzano-san-paolo-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/179885976,,33500.0,15,automatico,2024,Benzina,,,24052.0,azzano san paolo
Audi A3 sportback 35 2.0 tdi s line edition s-tronic,https://www.automobile.it/azzano-san-paolo-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/180227137,,33500.0,15,automatico,2024,Benzina,,,24052.0,azzano san paolo
Audi A3 sportback 2.0 tdi 116cv business advanced,https://www.automobile.it/reggio-emilia-audi-a3-sportback-2-0-tdi-116cv-business-advanced/180653493,,33742.0,0,manuale,2025,Benzina,,,42121.0,reggio emilia
Audi A3 sportback 2.0 tdi 116cv business advanced,https://www.automobile.it/reggio-emilia-audi-a3-sportback-2-0-tdi-116cv-business-advanced/180653495,,33742.0,0,manuale,2025,Benzina,,,42121.0,reggio emilia
Audi A3 35 1.5 TFSI mHEV 48V Business S tronic,https://www.automobile.it/grumello-monte-audi-a3-35-1-5-tfsi-mhev-48v-business-s-tronic/177245045,,33750.0,0,automatico,2025,Benzina,,,24064.0,grumello monte
Audi A3 SPB 35 TFSI S tronic,https://www.automobile.it/torino-audi-a3-spb-35-tfsi-s-tronic/177481906,35 TFSI,33800.0,19,automatico,2021,Benzina,150.0,,10121.0,torino
Audi A3 SPB 30 TDI S tronic S line edition,https://www.automobile.it/martina-franca-audi-a3-spb-30-tdi-s-tronic-s-line-edition/179582896,30 TDI,33800.0,30,automatico,2024,Diesel,116.0,,74015.0,martina franca
Audi A3 Sedan 35 TDI S line edition,https://www.automobile.it/sassari-audi-a3-sedan-35-tdi-s-line-edition/179808811,35 TDI,33800.0,27,automatico,2022,Diesel,150.0,,7100.0,sassari
AUDI A3 SPB 35 TDI S tronic S line edition #Led.Matrix,https://www.automobile.it/mirano-audi-a3-spb-35-tdi-s-tronic-s-line-edition-led-matrix/179793153,35 TDI,33800.0,20,automatico,2024,Diesel,150.0,,30035.0,mirano
Audi A3 SPB 30 TDI S tronic S line edition,https://www.automobile.it/san-giorgio-ionico-audi-a3-spb-30-tdi-s-tronic-s-line-edition/179956180,30 TDI,33800.0,40,automatico,2024,Diesel,116.0,,74027.0,san giorgio ionico
Sportback 40TDI 200CV quattro Str S line Edition,https://www.automobile.it/verona-sportback-40tdi-200cv-quattro-str-s-line-edition/180865555,40 TDI,33800.0,90,automatico,2023,Diesel,190.0,,37121.0,verona
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868167,35 TDI,33800.0,12,automatico,2024,Diesel,150.0,,10121.0,torino
Audi A3 Sedan 35 TDI S line edition,https://www.automobile.it/taranto-audi-a3-sedan-35-tdi-s-line-edition/180848401,35 TDI,33800.0,45,automatico,2023,Diesel,150.0,,74121.0,taranto
AUDI A3 SPB 35 TFSI Business Advanced,https://www.automobile.it/castelnuovo-rangone-audi-a3-spb-35-tfsi-business-advanced/177295629,35 TFSI,33880.0,18,manuale,2022,Benzina,150.0,,41051.0,castelnuovo rangone
AUDI A3 SPB 40 TFSI e S tronic Business del 2021,https://www.automobile.it/pesaro-audi-a3-spb-40-tfsi-s-tronic-business-2021/175704080,40 TFSI,33900.0,41,automatico,2021,Ibrido,190.0,,61121.0,pesaro
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/albenga-audi-a3-spb-35-tdi-s-tronic-s-line-edition/179202879,35 TDI,33900.0,54,automatico,2022,Diesel,150.0,,17031.0,albenga
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.automobile.it/iseo-audi-a3-spb-35-tfsi-s-tronic-business-advanced/178336984,35 TFSI,33900.0,6,automatico,2023,Ibrido,150.0,,25049.0,iseo
AUDI A3 Sedan 35 TDI S tronic S line edition,https://www.automobile.it/castenaso-audi-a3-sedan-35-tdi-s-tronic-s-line-edition/179728419,35 TDI,33900.0,26,automatico,2024,Diesel,150.0,,40055.0,castenaso
Audi A3 Sedan 30 TDI S line edition,https://www.automobile.it/martina-franca-audi-a3-sedan-30-tdi-s-line-edition/177992576,30 TDI,33900.0,16,manuale,2023,Diesel,116.0,,74015.0,martina franca
AUDI A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/castenaso-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180130125,35 TDI,33900.0,20,automatico,2024,Diesel,150.0,,40055.0,castenaso
AUDI A3 Sedan 35 TDI S tronic S line edition,https://www.automobile.it/castenaso-audi-a3-sedan-35-tdi-s-tronic-s-line-edition/180297377,35 TDI,33900.0,20,automatico,2024,Diesel,150.0,,40055.0,castenaso
AUDI A3 SPB 40 TFSI e S tronic,https://www.automobile.it/cantu-audi-a3-spb-40-tfsi-s-tronic/180251618,40 TFSI,33900.0,33,automatico,2020,Ibrido,190.0,,22063.0,cantu
Sportback 35 2.0 TDI S line edition S tronic,https://www.automobile.it/brescia-sportback-35-2-0-tdi-s-line-edition-s-tronic/179790862,,33900.0,16,automatico,2024,Benzina,,,25121.0,brescia
Sportback 35 2.0 TDI S line edition S tronic,https://www.automobile.it/brescia-sportback-35-2-0-tdi-s-line-edition-s-tronic/179790861,,33900.0,22,automatico,2024,Benzina,,,25121.0,brescia
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/venezia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/178567213,,33900.0,25,automatico,2024,Benzina,,,30121.0,venezia
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/venezia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/179477372,,33900.0,27,automatico,2024,Benzina,,,30121.0,venezia
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180707067,35 TDI,33900.0,23,automatico,2024,Diesel,150.0,,31015.0,conegliano
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180239143,35 TDI,33900.0,28,automatico,2024,Diesel,150.0,,31015.0,conegliano
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180421838,35 TDI,33900.0,20,automatico,2024,Diesel,150.0,,31015.0,conegliano
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180349797,35 TDI,33900.0,24,automatico,2024,Diesel,150.0,,31015.0,conegliano
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180707065,35 TDI,33900.0,24,automatico,2024,Diesel,150.0,,31015.0,conegliano
Audi A3 sportback 45 1.4 tfsi e s line edition s-tronic,https://www.automobile.it/udine-audi-a3-sportback-45-1-4-tfsi-s-line-edition-s-tronic/180845358,,33900.0,65,automatico,2021,Benzina,,,33100.0,udine
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/brescia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/180432926,,33900.0,20,automatico,2024,Benzina,,,25121.0,brescia
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/brescia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/180432925,,33900.0,17,automatico,2024,Benzina,,,25121.0,brescia
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/reggio-emilia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/179975179,,33900.0,19,automatico,2024,Benzina,,,42121.0,reggio emilia
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.automobile.it/reggio-emilia-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/179952542,,33900.0,26,automatico,2024,Benzina,,,42121.0,reggio emilia
Audi A3 S3 SPB TFSI 310 CV quattro S tronic,https://www.automobile.it/milano-audi-a3-s3-spb-tfsi-310-cv-quattro-s-tronic/180500301,S3,33900.0,89,automatico,2022,Benzina,310.0,,20121.0,milano
Audi A3 S3 SPB TFSI 310 CV quattro S tronic,https://www.automobile.it/milano-audi-a3-s3-spb-tfsi-310-cv-quattro-s-tronic/180877696,S3,33900.0,89,automatico,2022,Benzina,310.0,,20121.0,milano
AUDI A3 SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://www.automobile.it/conegliano-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180349793,35 TDI,33900.0,24,automatico,2024,Diesel,150.0,,31015.0,conegliano
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868101,35 TDI,33900.0,17,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/torino-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180868154,35 TFSI,33900.0,22,automatico,2024,Ibrido,150.0,,10121.0,torino
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/torino-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180868191,35 TFSI,33900.0,17,automatico,2024,Ibrido,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868187,35 TDI,33900.0,26,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://www.automobile.it/torino-audi-a3-spb-35-tdi-stronic-s-line-int-est-led-matrix/180868205,35 TDI,33900.0,24,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868235,35 TDI,33900.0,23,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868244,35 TDI,33900.0,26,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868096,35 TDI,33900.0,25,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868186,35 TDI,33900.0,25,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868284,35 TDI,33900.0,22,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/torino-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180868313,35 TFSI,33900.0,15,automatico,2024,Ibrido,150.0,,10121.0,torino
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/modena-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180210256,35 TDI,33950.0,17,automatico,2024,Diesel,150.0,,41121.0,modena
Audi A3 IV 2020 Sportback 40 1.4 tfsi e S line edition s-tronic,https://www.automobile.it/pistoia-audi-a3-iv-2020-sportback-40-1-4-tfsi-s-line-edition-s-tronic/180261224,,33990.0,8,automatico,2023,Ibrido,,,51100.0,pistoia
AUDI A3 SPB 35 TDI S tronic S line edition - Matrix,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-matrix/180887246,35 TDI,33990.0,26,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI S3 SPB TFSI 310 CV quattro S tronic,https://www.automobile.it/alcamo-audi-s3-spb-tfsi-310-cv-quattro-s-tronic/180919609,S3,33990.0,115,automatico,2021,Benzina,310.0,,91011.0,alcamo
Audi A3 SPORTBACK 35 TDI S-Tronic S-line Edition,https://www.automobile.it/scafati-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/180915637,35 TDI,33990.0,65,automatico,2020,Diesel,150.0,,84018.0,scafati
Audi A3 SPB 35 TFSI MHEV S tronic S line edition,https://www.automobile.it/rende-audi-a3-spb-35-tfsi-mhev-s-tronic-s-line-edition/180697132,35 TFSI,34000.0,0,automatico,2025,Benzina,150.0,,87036.0,rende
Audi A3 SPB 35 TFSI MHEV S tronic S line edition,https://www.automobile.it/reggio-calabria-audi-a3-spb-35-tfsi-mhev-s-tronic-s-line-edition/180697017,35 TFSI,34000.0,69,automatico,2021,Ibrido,150.0,,89121.0,reggio calabria
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.automobile.it/lamezia-terme-audi-a3-spb-35-tfsi-s-tronic-s-line-edition/180705454,35 TFSI,34000.0,68,automatico,2021,Ibrido,150.0,,88046.0,lamezia terme
AUDI RS 3 SPB TFSI quattro S tronic,https://www.automobile.it/milano-audi-rs-3-spb-tfsi-quattro-s-tronic/179777936,RS3,34199.0,94,automatico,2020,Benzina,400.0,,20121.0,milano
AUDI RS 3 SPB TFSI quattro S tronic,https://www.automobile.it/roma-audi-rs-3-spb-tfsi-quattro-s-tronic/179777858,RS3,34199.0,94,automatico,2020,Benzina,400.0,,118.0,roma
AUDI RS 3 SPB TFSI quattro S tronic,https://www.automobile.it/firenze-audi-rs-3-spb-tfsi-quattro-s-tronic/179777874,RS3,34199.0,94,automatico,2020,Benzina,400.0,,50121.0,firenze
AUDI RS 3 SPB TFSI quattro S tronic,https://www.automobile.it/bari-audi-rs-3-spb-tfsi-quattro-s-tronic/179777951,RS3,34199.0,94,automatico,2020,Benzina,400.0,,70121.0,bari
AUDI RS 3 SPB TFSI quattro S tronic,https://www.automobile.it/catania-audi-rs-3-spb-tfsi-quattro-s-tronic/179777636,RS3,34199.0,94,automatico,2020,Benzina,400.0,,95121.0,catania
"Audi A3 SPB 30 TDI S tronic S line edition tua da 379,00 al mese",https://www.automobile.it/san-giuseppe-vesuviano-audi-a3-spb-30-tdi-s-tronic-s-line-edition-379-00-mese/179911103,30 TDI,34290.0,31,automatico,2024,Diesel,116.0,,80047.0,san giuseppe vesuviano
AUDI A3 SPB 40 TFSI e S tronic Advanced Plug-in,https://www.automobile.it/caorso-audi-a3-spb-40-tfsi-s-tronic-advanced-plug/180643126,40 TFSI,34400.0,14,automatico,2024,Ibrido,190.0,,29012.0,caorso
AUDI A3 SPB 35 TDI S tronic S line edition RESTYLING,https://www.automobile.it/parma-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180791094,35 TDI,34400.0,20,automatico,2024,Diesel,150.0,,43121.0,parma
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868251,35 TDI,34400.0,22,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868303,35 TDI,34400.0,18,automatico,2024,Diesel,150.0,,10121.0,torino
AUDI A3 Sedan 35 TDI Business Advanced,https://www.automobile.it/castelnuovo-rangone-audi-a3-sedan-35-tdi-business-advanced/177295599,35 TDI,34480.0,21,manuale,2023,Diesel,150.0,,41051.0,castelnuovo rangone
AUDI A3 Sedan 35 TFSI S tronic Business Advanced,https://www.automobile.it/castelnuovo-rangone-audi-a3-sedan-35-tfsi-s-tronic-business-advanced/177295623,35 TFSI,34480.0,9,automatico,2023,Ibrido,150.0,,41051.0,castelnuovo rangone
AUDI A3 Sedan 35 TDI S line edition,https://www.automobile.it/casoria-audi-a3-sedan-35-tdi-s-line-edition/179262574,35 TDI,34499.0,18,automatico,2023,Diesel,150.0,,80026.0,casoria
AUDI A3 SPB 30 TDI S tronic Business Advanced del 2022,https://www.automobile.it/pesaro-audi-a3-spb-30-tdi-s-tronic-business-advanced-2022/173486897,30 TDI,34500.0,6,automatico,2022,Diesel,116.0,,61121.0,pesaro
Audi A3 Sportback 35 2.0 tdi Business Advanced,https://www.automobile.it/desio-audi-a3-sportback-35-2-0-tdi-business-advanced/174918120,,34500.0,798,manuale,2022,Diesel,,,20832.0,desio
AUDI A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/baone-audi-a3-spb-35-tdi-s-tronic-s-line-edition/178426456,35 TDI,34500.0,32,automatico,2021,Diesel,150.0,,35030.0,baone
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/genova-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180183797,35 TDI,34500.0,25,automatico,2024,Diesel,150.0,,16121.0,genova
Sportback 35TDI 150CV S tronic S line Edition,https://www.automobile.it/verona-sportback-35tdi-150cv-s-tronic-s-line-edition/180448969,35 TDI,34500.0,31,automatico,2024,Diesel,150.0,,37121.0,verona
Audi A3 sportback 2.0 tdi 150cv business s tronic,https://www.automobile.it/reggio-emilia-audi-a3-sportback-2-0-tdi-150cv-business-s-tronic/180606342,,34551.0,0,automatico,2025,Benzina,,,42121.0,reggio emilia
Audi A3 sportback 2.0 tdi 116cv business advanced,https://www.automobile.it/reggio-emilia-audi-a3-sportback-2-0-tdi-116cv-business-advanced/180805851,,34551.0,0,manuale,2025,Benzina,,,42121.0,reggio emilia
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/milano-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180024119,S3,34599.0,53,automatico,2021,Benzina,310.0,,20121.0,milano
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/collesalvetti-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180018691,S3,34599.0,53,automatico,2021,Benzina,310.0,,57014.0,collesalvetti
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/catania-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180023742,S3,34599.0,53,automatico,2021,Benzina,310.0,,95121.0,catania
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/palermo-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180388647,S3,34599.0,53,automatico,2021,Benzina,310.0,,90121.0,palermo
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/sassari-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180388660,S3,34599.0,53,automatico,2021,Benzina,310.0,,7100.0,sassari
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/beinasco-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180023950,S3,34599.0,53,automatico,2021,Benzina,310.0,,10092.0,beinasco
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/bologna-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180024160,S3,34599.0,53,automatico,2021,Benzina,310.0,,40121.0,bologna
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/cagliari-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180384551,S3,34599.0,53,automatico,2021,Benzina,310.0,,9121.0,cagliari
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/bari-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180024536,S3,34599.0,53,automatico,2021,Benzina,310.0,,70121.0,bari
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/firenze-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180024424,S3,34599.0,53,automatico,2021,Benzina,310.0,,50121.0,firenze
AUDI S3 Sedan TFSI 310 CV quattro S tronic,https://www.automobile.it/roma-audi-s3-sedan-tfsi-310-cv-quattro-s-tronic/180024506,S3,34599.0,53,automatico,2021,Benzina,310.0,,118.0,roma
AUDI A3 SPB 35 TDI S tronic,https://www.automobile.it/castelnuovo-rangone-audi-a3-spb-35-tdi-s-tronic/175811329,35 TDI,34600.0,23,automatico,2021,Diesel,150.0,,41051.0,castelnuovo rangone
AUDI A3 Sedan 35 TFSI S tronic Business Advanced,https://www.automobile.it/castelnuovo-rangone-audi-a3-sedan-35-tfsi-s-tronic-business-advanced/177295620,35 TFSI,34680.0,6,automatico,2023,Ibrido,150.0,,41051.0,castelnuovo rangone
Audi A3 A3 allstreet TFSI 110 kW S tronic Business,https://www.automobile.it/cambiago-audi-a3-a3-allstreet-tfsi-110-kw-s-tronic-business/180925979,,34690.0,0,automatico,2025,Benzina,,,20040.0,cambiago
Audi A3 30 2.0 TDI Business S tronic,https://www.automobile.it/grumello-monte-audi-a3-30-2-0-tdi-business-s-tronic/176753430,,34700.0,0,automatico,2025,Benzina,,,24064.0,grumello monte
Audi A3 sportback 35 2.0 tdi s line edition s-tronic,https://www.automobile.it/firenze-audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic/180653665,,34700.0,23,automatico,2024,Benzina,,,50121.0,firenze
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/martina-franca-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180436411,35 TDI,34800.0,28,automatico,2024,Diesel,150.0,,74015.0,martina franca
Audi A3 allstreet 35 1.5 tfsi mhev business s-tronic,https://www.automobile.it/borgo-san-dalmazzo-audi-a3-allstreet-35-1-5-tfsi-mhev-business-s-tronic/179178489,,34800.0,23,automatico,2024,Benzina,,,12011.0,borgo san dalmazzo
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/martina-franca-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180558610,35 TDI,34800.0,27,automatico,2024,Diesel,150.0,,74015.0,martina franca
AUDI A3 SPB 35 TDI S tronic S line,https://www.automobile.it/spinea-audi-a3-spb-35-tdi-s-tronic-s-line/175259314,35 TDI,34890.0,25,automatico,2022,Diesel,150.0,,30038.0,spinea
Audi A3 SPB 35 TFSI S line PANO KAM MATRIX,https://www.automobile.it/roma-audi-a3-spb-35-tfsi-s-line-pano-kam-matrix/180451320,35 TFSI,34890.0,55,automatico,2021,Benzina,150.0,,118.0,roma
AUDI A3 SPB 40 TFSI e S tronic S line edition del 2021,https://www.automobile.it/pesaro-audi-a3-spb-40-tfsi-s-tronic-s-line-edition-2021/170183700,40 TFSI,34900.0,41,automatico,2021,Ibrido,190.0,,61121.0,pesaro
AUDI A3 SPB 30 TDI S tronic S line edition 48 MESI,https://www.automobile.it/rieti-audi-a3-spb-30-tdi-s-tronic-s-line-edition-48-mesi/179447064,30 TDI,34900.0,27,automatico,2023,Diesel,116.0,,2100.0,rieti
Audi A3 SPB 30 TFSI S line edition,https://www.automobile.it/torino-audi-a3-spb-30-tfsi-s-line-edition/179522132,30 TFSI,34900.0,1,automatico,2024,Benzina,110.0,,10121.0,torino
Sportback 30TFSI 116CV S tronic Business,https://www.automobile.it/verona-sportback-30tfsi-116cv-s-tronic-business/180278289,30 TFSI,34900.0,0,automatico,2025,Benzina,110.0,,37121.0,verona
AUDI A3 Sportback 35 TDI S tronic S line edition,https://www.automobile.it/feltre-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/179989681,35 TDI,34900.0,14,automatico,2024,Diesel,150.0,,32032.0,feltre
AUDI A3 Sportback 35 TDI S tronic S line edition,https://www.automobile.it/padova-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/179981139,35 TDI,34900.0,14,automatico,2024,Diesel,150.0,,35121.0,padova
AUDI A3 Sportback 35 TDI S tronic S line edition,https://www.automobile.it/refrontolo-audi-a3-sportback-35-tdi-s-tronic-s-line-edition/179981141,35 TDI,34900.0,14,automatico,2024,Diesel,150.0,,31020.0,refrontolo
Sportback 40 TFSI e Business Advanced S tronic,https://www.automobile.it/brescia-sportback-40-tfsi-business-advanced-s-tronic/180155673,40 TFSI,34900.0,24,automatico,2023,Benzina,190.0,,25121.0,brescia
Sportback 40 TFSI e Business Advanced S tronic,https://www.automobile.it/brescia-sportback-40-tfsi-business-advanced-s-tronic/180155677,40 TFSI,34900.0,27,automatico,2023,Benzina,190.0,,25121.0,brescia
Sportback 40 TFSI e Business Advanced S tronic,https://www.automobile.it/brescia-sportback-40-tfsi-business-advanced-s-tronic/180155680,40 TFSI,34900.0,23,automatico,2023,Benzina,190.0,,25121.0,brescia
Sedan 35TDI 150CV S tronic S line Edition,https://www.automobile.it/verona-sedan-35tdi-150cv-s-tronic-s-line-edition/180711212,35 TDI,34900.0,22,automatico,2024,Diesel,150.0,,37121.0,verona
Audi A3 sportback 40 1.4 tfsi e s line edition s-tronic,https://www.automobile.it/firenze-audi-a3-sportback-40-1-4-tfsi-s-line-edition-s-tronic/180374635,,34900.0,10,automatico,2024,Benzina,,,50121.0,firenze
Audi A3 Sedan 2.0 TDI 150cv S tronic S line edition,https://www.automobile.it/barletta-audi-a3-sedan-2-0-tdi-150cv-s-tronic-s-line-edition/180816906,,34900.0,17,automatico,2024,Diesel,,,76121.0,barletta
AUDI A3 SPB 35 TDI S tronic S line edition Restyling,https://www.automobile.it/torino-audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling/180868141,35 TDI,34900.0,11,automatico,2024,Diesel,150.0,,10121.0,torino
