Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Audi A3 A3 Sportback 30 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-grigio-30b17798-ccde-4737-a36a-94b59ac87871,20800,4,2021,167618,automatico,Diesel,110,S line,Sport,,Rivenditore,107,fucecchio,50054,Toscana,Centro
Audi A3 SPB 30TDI Stronic S line edition SCONTO PROMO PLUS,https://www.autoscout24.it/annunci/audi-a3-spb-30tdi-stronic-s-line-edition-sconto-promo-plus-diesel-blu-azzurro-d0f96ac7-c116-461a-803f-e4fe7b6fe5b1,24900,2,2023,60000,automatico,Diesel,110,S line,Sport,30 TDI,Rivenditore,201,alessandria,15122,Piemonte,Nord-ovest
Audi A3 3ª serie - A3 SPB 35 TDI S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-3-serie-a3-spb-35-tdi-s-tronic-admired-diesel-grigio-f9a10f15-6b6a-4759-b582-825f2ada3846,18900,5,2020,110000,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,202,legnano,20025,Lombardia,Nord-ovest
Audi A3 SPB 30 TDI Business MANUALE-GARANZIA3ANNI,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-manuale-garanzia3anni-diesel-nero-0d807d73-37c5-4996-bfe9-88e1d8eaf027,17400,5,2020,102700,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,194,caronno pertusella,21042,Lombardia,Nord-ovest
Audi A3 A3 III 2016 Sportback 35 2.0 tdi Business 150cv,https://www.autoscout24.it/annunci/audi-a3-a3-iii-2016-sportback-35-2-0-tdi-business-150cv-diesel-77e730b0-ae15-402c-9444-e3a8b580ecfb,20990,5,2020,46000,manuale,Diesel,110,Business,Base,,Rivenditore,412,terracina,4019,Lazio,Centro
Audi A3 4ª serie - A3 SPB 30 TDI Business,https://www.autoscout24.it/annunci/audi-a3-4-serie-a3-spb-30-tdi-business-diesel-bianco-99111501-402d-43e4-ac8b-5386898f6853,20200,5,2020,92106,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,202,legnano,20025,Lombardia,Nord-ovest
Audi A3 Sportback 30 2.0 tdi Business Advanced,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-advanced-diesel-bianco-4d6cd55c-9457-476e-be82-7d58621be127,21850,4,2021,105142,manuale,Diesel,110,Business Advanced,Middle,,Rivenditore,228,appignano,62010,Marche,Centro
Audi A3 sportback 30 1.0 tfsi business advanced,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-business-advanced-benzina-grigio-7c80b6ee-a2bd-4190-a2be-359e2c4773a4,23300,3,2022,56653,manuale,Benzina,110,Business Advanced,Middle,,Rivenditore,326,roma,178,Lazio,Centro
Audi A3 A3 SPORTBACK 30 2.0 TDI 116 SPORT EDITION S-TRONIC,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-116-sport-edition-s-tronic-diesel-grigio-b0d228e3-0615-4dc2-b683-e6af130554d1,25000,3,2022,44000,automatico,Diesel,110,Sport,Middle,,Rivenditore,673,crispiano,74012,Puglia,Sud
Audi A3 30 1.0 tfsi Bus. Adv. Telecamera CarPlay PDC,https://www.autoscout24.it/annunci/audi-a3-30-1-0-tfsi-bus-adv-telecamera-carplay-pdc-benzina-nero-5e46b9a5-bada-438b-9156-706382726980,21500,4,2021,33900,manuale,Benzina,110,S,Performance,,Rivenditore,160,miane,31050,Veneto,Nord-est
Audi A3 SPB 30 TDI Business SOLI 23.626 KM!!!NEOPATENTATI,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-soli-23-626-km-neopatentati-diesel-nero-dcb872a6-65af-458d-bc21-a19838ac9508,24800,3,2022,23626,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,687,ceglie messapica,72013,Puglia,Sud
Audi A3 🔥SPB 35 2.0 tdi Business Advanced s-tronic🔥,https://www.autoscout24.it/annunci/audi-a3-spb-35-2-0-tdi-business-advanced-s-tronic-diesel-nero-60725f40-8ffe-4694-aba7-4cbcf3000dca,22900,4,2021,111200,automatico,Diesel,110,Business Advanced,Middle,,Rivenditore,102,lonato garda,25017,Lombardia,Nord-ovest
Audi A3 SPB 30 TFSI S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-30-tfsi-s-tronic-elettrica-benzina-grigio-841d8f54-31e2-4723-8243-4af2faec1e63,22950,2,2023,47787,automatico,Ibrido,110,S,Performance,30 TFSI,Rivenditore,160,fara gera d adda,24045,Lombardia,Nord-ovest
Audi A3 SPB 30 g-tron S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-30-g-tron-s-tronic-s-line-edition-metano-bianco-5ec549ab-e45a-4f84-8410-6da4c6f86c32,23800,4,2021,90800,automatico,Benzina,110,S line,Sport,,Rivenditore,301,pinerolo,10064,Piemonte,Nord-ovest
Audi A3 A3 Sportback 30 1.0 tfsi mhev Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-1-0-tfsi-mhev-business-s-tronic-elettrica-benzina-argento-79439708-7192-457c-aebb-56f8d8517758,23490,2,2023,50800,automatico,Ibrido,110,Business,Base,,Rivenditore,166,pavia,27100,Lombardia,Nord-ovest
Audi A3 SPB 35 TFSI S tronic S line edition FULL F,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-full-f-elettrica-benzina-grigio-e9800166-9d0d-4e46-8e40-72a00aacb635,19900,4,2021,137000,automatico,Ibrido,110,S line,Sport,35 TFSI,Rivenditore,177,milano,20144,Lombardia,Nord-ovest
Audi A3 A3 Sportback 40 1.4 tfsi e Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-40-1-4-tfsi-e-business-s-tronic-elettrica-benzina-blu-azzurro-f80e7efc-9172-4bc0-88cc-5c852b759ac6,23800,4,2021,67400,automatico,Ibrido,110,Business,Base,,Rivenditore,322,guidonia montecelio,12,Lazio,Centro
Audi A3 SPB 30 TDI Business SOLI 30.640 KM!!!NEOPATENTATI,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-soli-30-640-km-neopatentati-diesel-blu-azzurro-8cce0878-7985-4b48-9210-6461c2899038,23800,3,2022,30640,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,687,ceglie messapica,72013,Puglia,Sud
Audi A3 A3 Sportback  2.0 tdi 150cv sline s tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-2-0-tdi-150cv-sline-s-tronic-diesel-bianco-c92bd9ba-4b7c-455f-89fd-50168605d686,19900,5,2020,136000,automatico,Diesel,110,S line,Sport,,Rivenditore,748,copertino,73043,Puglia,Sud
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-elettrica-benzina-grigio-9af408bc-6b5c-472c-a30c-239d27ce7343,24800,4,2021,54039,automatico,Ibrido,110,Business Advanced,Middle,35 TFSI,Rivenditore,687,ceglie messapica,72013,Puglia,Sud
Audi A3 A3  2020 business Sportback 35 2.0 tdi s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-2020-business-sportback-35-2-0-tdi-s-tronic-diesel-blu-azzurro-8bfe261c-3d3a-4545-be50-f8e77bd81de9,22900,5,2020,101758,automatico,Diesel,110,Business,Base,,Rivenditore,254,benna,13871,Piemonte,Nord-ovest
Audi A3 A3 Sportback 35 2.0 tdi Business Advanced,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-business-advanced-diesel-bianco-a89c3962-2d43-4203-af19-fbc0ad5018e5,23500,3,2022,97340,manuale,Diesel,110,Business Advanced,Middle,,Rivenditore,487,marano napoli,80016,Campania,Sud
Audi A3 SPB 35 TDI S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-diesel-grigio-61a0a9bc-4ea1-4b42-b25f-0958f2bb7b45,24990,4,2021,48804,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,488,pozzuoli,80078,Campania,Sud
Audi A3 SPB Business 2.0 Diesel 116CV,https://www.autoscout24.it/annunci/audi-a3-spb-business-2-0-diesel-116cv-diesel-nero-f7f0b3a7-a4fc-4b5a-8d48-7ef5903eb13c,20490,4,2021,84090,manuale,Diesel,110,Business,Base,,Rivenditore,40,reggio emilia,42122,Emilia-Romagna,Nord-est
Audi A3 SPB 30 TDI S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-line-edition-diesel-32cb033d-a909-451c-8898-9822ae65d7dc,21500,4,2021,121080,manuale,Diesel,110,S line,Sport,30 TDI,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Audi A3 Sportback 35 TDi S-Tronic 150 CV Business,https://www.autoscout24.it/annunci/audi-a3-sportback-35-tdi-s-tronic-150-cv-business-diesel-argento-bbba3df8-15d9-449f-87ce-f3026d1ea1e6,18500,5,2020,85531,automatico,Diesel,110,Business,Base,35 TDI,Rivenditore,619,triggiano,70019,Puglia,Sud
Audi A3 A3 Sportback 35 2.0 tdi 150cv s-tronic my19,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-150cv-s-tronic-my19-diesel-grigio-508428ab-751c-43f0-9e75-f51706760f10,18490,5,2020,100900,automatico,Diesel,110,Sport,Middle,,Rivenditore,498,cercola,80040,Campania,Sud
Audi A3 A3 SPB 30 TDI S tronic,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-tdi-s-tronic-diesel-grigio-2a7710f9-4caa-44e3-8c66-c3cf1339ec0a,23800,3,2022,88000,automatico,Diesel,110,S,Performance,30 TDI,Rivenditore,186,pordenone,33170,Friuli-Venezia Giulia,Nord-est
Audi A3 sportback 30 1.0 tfsi mhev business s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-mhev-business-s-tronic-elettrica-benzina-blu-azzurro-7c0b10f6-ecfa-41f7-a7ff-f020622a5b8c,23000,4,2021,76947,automatico,Ibrido,110,Business,Base,,Rivenditore,261,viterbo,1100,Lazio,Centro
Audi A3 A3 Sportback 30 1.5 g-tron 131cv s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-1-5-g-tron-131cv-s-tronic-metano-bianco-37bd582f-e782-4bbf-ab91-b4b1c6f6bea3,17499,5,2020,98000,automatico,Benzina,110,Sport,Middle,,Rivenditore,519,castellammare stabia,80053,Campania,Sud
Audi A3 Sportback 30 2.0 TDI Business,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-diesel-grigio-5234cabc-c8de-48de-ad98-daeb9e6d5102,21900,5,2020,98660,manuale,Diesel,110,Business,Base,,Rivenditore,121,brescia,25135,Lombardia,Nord-ovest
Audi A3 Sportback 30 1.0 tfsi S line edition,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-s-line-edition-benzina-nero-27e21625-1013-4f94-8107-0db13982c16c,24900,4,2021,69000,manuale,Benzina,110,S line,Sport,,Rivenditore,95,san giovanni ilarione,37035,Veneto,Nord-est
Audi A3 SPB 30 TFSI S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-30-tfsi-s-tronic-elettrica-benzina-bianco-31bc321c-4acf-44de-8863-44e56823151f,22950,2,2023,47314,automatico,Ibrido,110,S,Performance,30 TFSI,Rivenditore,160,fara gera d adda,24045,Lombardia,Nord-ovest
Audi A3 30 2.0 tdi S line edition,https://www.autoscout24.it/annunci/audi-a3-30-2-0-tdi-s-line-edition-diesel-a3b32228-c821-4d50-999e-2c14414dda7a,18900,3,2022,125000,manuale,Diesel,110,S line,Sport,,Rivenditore,135,preganziol,31022,Veneto,Nord-est
Audi A3 A3 Sportback 35 2.0 tdi Business Advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-business-advanced-s-tronic-diesel-nero-92dd773a-d87c-462d-84bb-2a7465557b89,22990,4,2021,85000,automatico,Diesel,110,Business Advanced,Middle,,Rivenditore,169,cavenago brianza,20873,Lombardia,Nord-ovest
Audi A3 30 TDI S tronic S line edition KM CERTIFICAT,https://www.autoscout24.it/annunci/audi-a3-30-tdi-s-tronic-s-line-edition-km-certificat-diesel-argento-2d5d97d8-8067-4beb-8bdc-ef28bc4a0bd3,22700,4,2021,41500,automatico,Diesel,110,S line,Sport,30 TDI,Rivenditore,65,parma,43126,Emilia-Romagna,Nord-est
Audi A3 Sportback 35 1.5 tfsi Business,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-business-benzina-bianco-2041bbae-1305-4344-83d0-ff44f9a20a0c,23500,4,2021,25000,manuale,Benzina,110,Business,Base,,Rivenditore,181,concordia sagittaria,30023,Veneto,Nord-est
Audi A3 SPB 30 TDI Business SOLO KM.45000 RETROCAMERA,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-solo-km-45000-retrocamera-diesel-nero-2e6ce28c-1974-46ab-b8f5-b8564d25bdb9,21900,3,2022,45500,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,259,cherasco,12062,Piemonte,Nord-ovest
Audi A3 Sportback 35 1.5 tfsi VARI COLORI E ALLESTIMENTI,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-vari-colori-e-allestimenti-benzina-bianco-7a32aab3-12f4-4b2b-bbb7-374a12a5dd83,21500,3,2022,19600,manuale,Benzina,110,Sport,Middle,,Rivenditore,77,arcole,37040,Veneto,Nord-est
Audi A3 Sportback 30 2.0 tdi S line edition RS PACK 85.000,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-s-line-edition-rs-pack-85-000-diesel-blu-azzurro-011fb459-c2ff-444f-baba-0d61a2e51718,25000,5,2020,85000,manuale,Diesel,110,S line,Sport,,Rivenditore,130,villa carcina,25069,Lombardia,Nord-ovest
Audi A3 SPORTBACK 30TFSI ADVAN. ASSIST/MEDIA/TOUCH/LED/ACC,https://www.autoscout24.it/annunci/audi-a3-sportback-30tfsi-advan-assist-media-touch-led-acc-benzina-grigio-5eb14efd-5766-42be-82d6-1757d17145a5,20989,3,2022,50000,automatico,Benzina,110,Sport,Middle,30 TFSI,Rivenditore,368,cisterna latina,4012,Lazio,Centro
Audi A3 A3 SPB 30 TFSI Business,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-tfsi-business-benzina-grigio-35424598-a4a4-49ae-b794-8c5e124e303a,16950,5,2020,20378,manuale,Benzina,110,Business,Base,30 TFSI,Rivenditore,25,bologna,40138,Emilia-Romagna,Nord-est
Audi A3 A3 Sportback 2.0 tdi SPORT quattro S LINE INTERNO,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-2-0-tdi-sport-quattro-s-line-interno-diesel-grigio-e92f817f-ba66-4afb-b6f3-60101668371c,23900,5,2020,81000,automatico,Diesel,110,S line,Sport,,Rivenditore,228,foligno,6034,Umbria,Centro
Audi A3 SPB 30 1.0 TFSI S tronic MHEV 110CV,https://www.autoscout24.it/annunci/audi-a3-spb-30-1-0-tfsi-s-tronic-mhev-110cv-elettrica-benzina-grigio-cfc1f5a3-6a00-464c-9b16-beee4ae9df74,22990,2,2023,50877,automatico,Ibrido,110,S,Performance,,Rivenditore,177,sesto san giovanni,20099,Lombardia,Nord-ovest
Audi A3 SPORTBACK 35 TDI S tronic Sport,https://www.autoscout24.it/annunci/audi-a3-sportback-35-tdi-s-tronic-sport-diesel-grigio-3f99b78b-6537-4b07-8bbc-f9e111b8d7ae,20900,5,2020,46136,automatico,Diesel,110,Sport,Middle,35 TDI,Rivenditore,193,vigevano,27029,Lombardia,Nord-ovest
Audi A3 A3 SPB 40 TFSI e S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-a3-spb-40-tfsi-e-s-tronic-s-line-edition-elettrica-benzina-argento-718f85f9-8567-4183-84bc-876beb3ab590,23499,4,2021,89000,automatico,Ibrido,110,S line,Sport,40 TFSI,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
"Audi A3 SPORTBACK 40 e-tron S tronic 18"" PLUG IN 204 HP",https://www.autoscout24.it/annunci/audi-a3-sportback-40-e-tron-s-tronic-18-plug-in-204-hp-benzina-grigio-5d58476a-be10-424d-88e9-71c45d147de5,19900,5,2020,62248,automatico,Benzina,110,Sport,Middle,,Rivenditore,193,vigevano,27029,Lombardia,Nord-ovest
Audi A3 A3 SPB 30 TDI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-tdi-s-tronic-business-advanced-diesel-blu-azzurro-d667f3aa-8880-439b-b3c4-9761921c7e1e,24950,3,2022,21674,automatico,Diesel,110,Business Advanced,Middle,30 TDI,Rivenditore,25,bologna,40138,Emilia-Romagna,Nord-est
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-grigio-6d3e9469-6a34-47ae-ac0a-09f7a7a0b388,23300,4,2021,88000,automatico,Diesel,110,S line,Sport,35 TDI,Rivenditore,223,merano,39012,Trentino-Alto Adige/Südtirol,Nord-est
Audi A3 SPB 35 TDI S tronic Tetto Apribile Pano + B&O,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-tetto-apribile-pano-b-o-diesel-bianco-0c2b9284-4bf8-4de6-99ef-cf6eb427facf,20700,4,2021,70000,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,326,roma,178,Lazio,Centro
Audi A3 SPB 30 TDI UNIPRO - VIRTUAL COCKPIT,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-unipro-virtual-cockpit-diesel-nero-f02585e5-3a48-4e60-a747-d75ed5a8b91f,19400,4,2021,120000,manuale,Diesel,110,S,Performance,30 TDI,Rivenditore,70,bozzolo,46012,Lombardia,Nord-ovest
Audi A3 SPB 30 TDI Business SOLO KM.39000 RETROCAMERA,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-solo-km-39000-retrocamera-diesel-bianco-2535f3e4-ebf6-4c76-9ea0-5416e08ab0e3,22900,2,2023,39800,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,259,cherasco,12062,Piemonte,Nord-ovest
Audi A3 sportback 40 1.4 tfsi e business advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-40-1-4-tfsi-e-business-advanced-s-tronic-elettrica-benzina-nero-55019ac9-d759-489c-86dc-faec4c88371c,22800,4,2021,70000,automatico,Ibrido,110,Business Advanced,Middle,,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
Audi A3 Sportback 30 1.5 g-tron Business Advanced S tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-5-g-tron-business-advanced-s-tronic-metano-nero-f1de9b8d-40ae-4ea7-a9df-93c856da3eac,20900,4,2021,108632,automatico,Benzina,110,Business Advanced,Middle,,Rivenditore,121,brescia,25135,Lombardia,Nord-ovest
Audi A3 SPB 40 TFSI e S TRONIC SPORT PLUG IN,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-sport-plug-in-elettrica-benzina-bianco-3e3ed941-68a2-4f8e-81d7-52f7d1669a65,19990,4,2021,38600,automatico,Ibrido,110,Sport,Middle,40 TFSI,Rivenditore,326,roma,178,Lazio,Centro
Audi A3 SPB 40 TFSI e S tronic Business Advanced plug in,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-business-advanced-plug-in-elettrica-benzina-blu-azzurro-2ef28f29-9d34-49e1-bddc-281058d22d7f,22500,3,2022,52000,automatico,Ibrido,110,Business Advanced,Middle,40 TFSI,Rivenditore,141,treviso,31100,Veneto,Nord-est
Audi A3 Sportback 45 1.4 TFSIe S line Edition S-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-45-1-4-tfsie-s-line-edition-s-tronic-elettrica-benzina-grigio-a7226599-5186-49d0-81a3-6de9a8448a60,24400,4,2021,102600,automatico,Ibrido,110,S line,Sport,,Rivenditore,147,adrara san martino,24060,Lombardia,Nord-ovest
Audi A3 Sportback 30 2.0 tdi Business,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-diesel-bianco-52bd8925-fa97-4bda-80b2-61e8971c9d22,23900,4,2021,73500,manuale,Diesel,110,Business,Base,,Rivenditore,87,fidenza,43036,Emilia-Romagna,Nord-est
