Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179496781,35400,1,2024,6500,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179561056,35400,1,2024,6456,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/176889446,35400,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
Mercedes-benz A 200 d Automatic Premium Plus AMG Line,https://www.automobile.it/favara-mercedes-benz-200-d-automatic-premium-plus-amg-line/179739006,35490,1,2024,10975,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,843,favara,92026,Sicilia,Isole
Mercedes-benz A 200d AMG Line Premium Plus Night,https://www.automobile.it/nardo-mercedes-benz-200d-amg-line-premium-plus-night/180138944,35490,2,2023,92000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,755,nardo,73048,Puglia,Sud
Mercedes-benz A 45 AMG A 45S AMG 4Matic AEROKIT,https://www.automobile.it/lentate-seveso-mercedes-benz-45-amg-45s-amg-4matic-aerokit/179533824,35500,4,2021,129000,automatico,Benzina,421,AMG,Performance,A 45 S,Rivenditore,194,lentate sul seveso,20823,Lombardia,Nord-ovest
MERCEDES-BENZ A 200 d Automatic AMG Line Premium,https://www.automobile.it/quinto-treviso-mercedes-benz-200-d-automatic-amg-line-premium/178763539,35500,2,2023,39800,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,135,quinto treviso,31055,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179840979,35500,1,2024,22790,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Premium Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-premium-plus-amg-line/179931733,35500,2,2023,36700,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 D AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/castione-andevenno-mercedes-benz-classe-180-d-amg-line-advanced-plus-auto/178769275,35600,2,2023,51810,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,197,castione andevenno,23012,Lombardia,Nord-ovest
MERCEDES-BENZ A 250 e hybrid EQ AMG Line auto KM0,https://www.automobile.it/nola-mercedes-benz-250-hybrid-eq-amg-line-auto-km0/179646947,35600,1,2024,6,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,499,nola,80035,Campania,Sud
Mercedes-Benz Classe A A 180 D AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/como-mercedes-benz-classe-180-d-amg-line-advanced-plus-auto/178770458,35600,2,2023,51810,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179912894,35600,1,2024,9477,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe B A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-b-180-d-automatic-advanced-plus-amg-line-digital-edition/179850079,35600,1,2024,7249,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179502565,35600,1,2024,7120,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179492061,35600,1,2024,8756,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179502443,35600,1,2024,9586,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179911478,35600,1,2024,18250,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/san-martino-siccomario-mercedes-benz-classe-180-d-automatic-premium/179090673,35700,2,2023,18990,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,167,san martino siccomario,27028,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/cava-manara-mercedes-benz-classe-180-d-automatic-premium/179491714,35700,2,2023,18990,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,168,cava manara,27051,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502319,35700,1,2024,9829,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496791,35700,1,2024,19800,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496272,35800,1,2024,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502496,35800,1,2024,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179491936,35800,1,2024,7800,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Mercedes-benz A 200 A 200 Automatic AMG Line Premium Plus,https://www.automobile.it/roma-mercedes-benz-200-200-automatic-amg-line-premium-plus/179639605,35800,2,2023,25000,automatico,Ibrido,163,AMG line,Sport,A 200,Rivenditore,326,roma,118,Lazio,Centro
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179887373,35800,1,2024,6700,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179497416,35800,1,2024,4948,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497235,35800,1,2024,4100,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
MERCEDES-BENZ A 250 e Automatic Plug-in hybrid AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-250-automatic-plug-hybrid-amg-line-advanced-plus/178791573,35800,1,2024,6,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Premium,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-premium/179502017,35900,2,2023,17475,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 250 E PHEV AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/verona-mercedes-benz-classe-250-phev-amg-line-advanced-plus-auto/179629430,35900,2,2023,17813,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 200 d AMG Line Advanced Plus auto,https://www.automobile.it/parma-mercedes-benz-classe-200-d-amg-line-advanced-plus-auto/180028792,35900,1,2024,20600,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
Mercedes-benz A 35 4Matic AMG,https://www.automobile.it/palermo-mercedes-benz-35-4matic-amg/180055341,35900,6,2019,30000,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,750,palermo,90121,Sicilia,Isole
Mercedes-Benz Classe A A 180 AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/novara-mercedes-benz-classe-180-amg-line-advanced-plus-auto/179502065,35900,2,2023,18675,automatico,Ibrido,136,AMG line,Sport,A 180,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes-Benz Classe A 250 e PHEV AMG LINE ADVANCED PLUS AUTOMATIC,https://www.automobile.it/bolzano-mercedes-benz-classe-250-phev-amg-line-advanced-plus-automatic/180052082,35900,2,2023,8900,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,204,bolzano,39100,Trentino-Alto Adige/Südtirol,Nord-est
New Mercedes-benz A 180 AMG Line Premium Restyling,https://www.automobile.it/terralba-new-mercedes-benz-180-amg-line-premium-restyling/179888544,35900,2,2023,20000,automatico,Diesel,136,AMG line,Sport,A 180,Rivenditore,586,terralba,9098,Sardegna,Isole
MERCEDES Classe A 250 Automatic 4Matic 4p. BERLINA Sport MILD HYBRID,https://www.automobile.it/abbiategrasso-mercedes-classe-250-automatic-4matic-4p-berlina-sport-mild-hybrid/179348582,35900,2,2023,16800,automatico,Ibrido,224,Sport,Middle,A 250,Rivenditore,192,abbiategrasso,20081,Lombardia,Nord-ovest
Mercedes-benz A 200 d Automatic AMG Premium plus Edition,https://www.automobile.it/scafati-mercedes-benz-200-d-automatic-amg-premium-plus-edition/180003341,35990,3,2022,55000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,516,scafati,84018,Campania,Sud
MERCEDES A180 AMG TETTO NAVI CAMERA AMG GARANZIA MERCEDES,https://www.automobile.it/ginosa-mercedes-a180-amg-tetto-navi-camera-amg-garanzia-mercedes/179608030,36000,2,2023,7000,automatico,Diesel,136,AMG,Performance,A 180,Rivenditore,646,ginosa,74013,Puglia,Sud
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/180108219,36000,1,2024,12212,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497363,36000,1,2024,6009,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/modena-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179304328,36100,1,2024,5555,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,16,modena,41121,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179840962,36100,1,2024,5883,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/novara-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179501928,36100,1,2024,6071,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850128,36100,1,2024,17480,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179496698,36100,1,2024,11485,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497129,36100,1,2024,9217,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe B A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-b-180-d-automatic-advanced-plus-amg-line-digital-edition/179850205,36200,1,2024,9219,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/induno-olona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179307690,36300,1,2024,2614,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,223,induno olona,21056,Lombardia,Nord-ovest
Mercedes-Benz A 180 A 180 d Automatic AMG Line Advanced,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-amg-line-advanced/179961574,36390,0,2025,0,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 200 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-200-d-automatic-advanced-plus-amg-line/179501384,36400,1,2024,21814,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 250 E PHEV AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/saronno-mercedes-benz-classe-250-phev-amg-line-advanced-plus-auto/179501477,36400,2,2023,15753,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 AMG LINE PREMIUM AUTO,https://www.automobile.it/voghera-mercedes-benz-classe-180-amg-line-premium-auto/180111568,36400,2,2023,28400,automatico,Ibrido,136,AMG line,Sport,A 180,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/177000618,36400,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
Mercedes Classe A 200d 150CV Premium AMG Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-200d-150cv-premium-amg-edition/179946769,36490,3,2022,28000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/modena-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179304336,36500,1,2024,3184,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,16,modena,41121,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Automatic Advanced Progressive,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-progressive/179240893,36500,0,2025,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-benz A 180d Aut. Advanced Progressive km0,https://www.automobile.it/ascoli-piceno-mercedes-benz-180d-aut-advanced-progressive-km0/178926479,36500,2,2023,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,281,ascoli piceno,63100,Marche,Centro
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501639,36500,1,2024,8214,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A - W177 2018 - A 220 d Premium 4matic auto,https://www.automobile.it/lucca-mercedes-benz-classe-w177-2018-220-d-premium-4matic-auto/179690836,36500,3,2022,86154,automatico,Diesel,190,AMG line,Sport,A 220 d,Rivenditore,104,lucca,55100,Toscana,Centro
MERCEDES-BENZ A 180 d Automatic 4p. Premium,https://www.automobile.it/castelnuovo-rangone-mercedes-benz-180-d-automatic-4p-premium/177368253,36600,3,2022,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 180 d Automatic 4p. Premium,https://www.automobile.it/castelnuovo-rangone-mercedes-benz-180-d-automatic-4p-premium/177368260,36600,3,2022,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179307695,36600,1,2024,971,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,214,albiolo,22070,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179304569,36600,1,2024,971,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850152,36600,1,2024,10688,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501817,36600,1,2024,9464,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Digital Edition,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-digital-edition/179497331,36600,1,2024,4558,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz A 220 A 220 d Automatic Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-220-220-d-automatic-executive/179551288,36690,0,2025,0,automatico,Diesel,190,Executive,Base,A 220 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz A 220 A 220 d Automatic Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-220-220-d-automatic-executive/179528978,36690,0,2025,0,automatico,Diesel,190,Executive,Base,A 220 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179307703,36700,1,2024,1850,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,214,albiolo,22070,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line Edizione speciale limitata digital edition,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line-edizione-speciale-limitata-digital-edition/179304553,36700,1,2024,1850,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 250 E PHEV AMG LINE PREMIUM PLUS AUTO,https://www.automobile.it/novara-mercedes-benz-classe-250-phev-amg-line-premium-plus-auto/179850419,36700,2,2023,36398,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179840981,36700,1,2024,11402,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 200 PREMIUM AMG-MEMORIE-KEYLESS,https://www.automobile.it/roma-mercedes-benz-200-premium-amg-memorie-keyless/178777542,36800,1,2024,17700,automatico,Benzina,163,AMG line,Sport,A 200,Rivenditore,326,roma,118,Lazio,Centro
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/olginate-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179382335,36800,1,2024,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,185,olginate,23854,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 220 d Automatic AMG Line Advanced Plus,https://www.automobile.it/almese-mercedes-benz-classe-220-d-automatic-amg-line-advanced-plus/178475284,36800,2,2023,15000,automatico,Diesel,190,AMG line,Sport,A 220 d,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
MERCEDES-BENZ A 250 e Plug-in hybrid AMG Line - ANCHE NERA!,https://www.automobile.it/piombino-dese-mercedes-benz-250-plug-hybrid-amg-line-nera/179586017,36800,1,2024,6,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,124,piombino dese,35017,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179380293,36800,1,2024,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 200 d Automatic 4p. Premium AMG *Ambient Light*360*,https://www.automobile.it/sava-mercedes-benz-classe-200-d-automatic-4p-premium-amg-ambient-light-360/179229301,36800,1,2024,12300,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,708,sava,74028,Puglia,Sud
Mercedes-Benz Classe A A 220 D Automatic Advanced Plus Progressive,https://www.automobile.it/voghera-mercedes-benz-classe-220-d-automatic-advanced-plus-progressive/179850176,36800,1,2024,14100,automatico,Diesel,190,Progressive,Middle,A 220 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 200 Automatic Premium Plus AMG Line,https://www.automobile.it/almese-mercedes-benz-classe-200-automatic-premium-plus-amg-line/179097161,36900,1,2024,9000,automatico,Ibrido,163,AMG line,Sport,A 200,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 250 e Automatic Plug-in hybrid Premium,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-premium/179096916,36900,1,2024,13700,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-benz A 200 d Automatic Advanced Plus AMG Line,https://www.automobile.it/lecce-mercedes-benz-200-d-automatic-advanced-plus-amg-line/178859051,36900,2,2023,9553,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,750,lecce,73100,Puglia,Sud
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097457,36900,1,2024,12543,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097354,36900,1,2024,12484,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097359,36900,1,2024,23151,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097366,36900,1,2024,23995,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 200 d Automatic AMG Line Premium TETTO APRIBILE,https://www.automobile.it/quinto-treviso-mercedes-benz-200-d-automatic-amg-line-premium-tetto-apribile/178763540,36900,2,2023,19100,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,135,quinto treviso,31055,Veneto,Nord-est
